osu file format v14

[General]
AudioFilename: 02 This Too Shall Pass.mp3
AudioLeadIn: 0
PreviewTime: 40861
Countdown: 2
SampleSet: Normal
StackLeniency: 0.7
Mode: 0
LetterboxInBreaks: 1
WidescreenStoryboard: 0

[Editor]
Bookmarks: 18361,40861,54361,54454,54548,54642,54736,65986,66079,66173,66267,66361,76861,105361,105454,105548,105642,105736,105829,105923,110798,110892,110986,111079,111173,111267,111361,123361,123454,123548,123642,123736,134798,134892,134986,135079,135173,135267,135361,183361
DistanceSpacing: 0.8
BeatDivisor: 4
GridSize: 8
TimelineZoom: 1

[Metadata]
Title:This Too Shall Pass
TitleUnicode:
Artist:OK Go
ArtistUnicode:
Creator:m980
Version:Sweatin'
Source:
Tags:
BeatmapID:58878
BeatmapSetID:16424

[Difficulty]
HPDrainRate:5
CircleSize:3
OverallDifficulty:5
ApproachRate:6
SliderMultiplier:2.4
SliderTickRate:2

[Events]
//Background and Video events
0,0,"okgo.jpg",0,0
//Break Periods
2,54561,64748
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Layer 4 (Overlay)
//Storyboard Sound Samples

[TimingPoints]
6361,375,4,1,0,100,1,0
110798,-100,4,2,0,100,0,0
133861,-100,4,1,0,100,0,0
135361,-100,4,1,0,100,0,1
183173,-100,4,1,0,100,0,0


[HitObjects]
184,32,17986,5,0,0:0:0:0:
256,0,18173,1,0,0:0:0:0:
328,32,18361,1,4,0:0:0:0:
440,128,18736,1,4,0:0:0:0:
488,272,19111,1,8,0:0:0:0:
408,272,19298,1,4,0:0:0:0:
448,344,19486,1,0,0:0:0:0:
368,344,19673,1,0,0:0:0:0:
256,304,20236,5,4,0:0:0:0:
256,152,20611,1,10,0:0:0:0:
328,32,20986,5,10,0:0:0:0:
256,0,21173,1,0,0:0:0:0:
184,32,21361,1,4,0:0:0:0:
72,128,21736,1,4,0:0:0:0:
24,272,22111,1,8,0:0:0:0:
64,344,22298,1,4,0:0:0:0:
144,344,22486,1,0,0:0:0:0:
368,343,22861,5,0,0:0:0:0:
142,342,23236,1,0,0:0:0:0:
256,224,23611,1,10,0:0:0:0:
256,40,23986,5,10,0:0:0:0:
256,40,24173,1,0,0:0:0:0:
336,64,24361,1,4,0:0:0:0:
496,64,24736,1,4,0:0:0:0:
416,208,25111,5,8,0:0:0:0:
416,208,25298,1,4,0:0:0:0:
176,384,25861,5,4,0:0:0:0:
216,312,26048,1,0,0:0:0:0:
296,312,26236,1,4,0:0:0:0:
336,384,26423,1,0,0:0:0:0:
256,384,26611,1,10,0:0:0:0:
256,208,26986,1,10,0:0:0:0:
176,64,27361,5,4,0:0:0:0:
16,64,27736,1,4,0:0:0:0:
96,208,28111,1,8,0:0:0:0:
96,208,28298,1,4,0:0:0:0:
336,384,28861,5,4,0:0:0:0:
296,312,29048,1,0,0:0:0:0:
216,312,29236,1,4,0:0:0:0:
176,384,29423,1,0,0:0:0:0:
256,384,29611,1,10,0:0:0:0:
256,208,29986,1,10,0:0:0:0:
